"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR04","Gwangsan","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2010","2010","RATIO","Ratio","0","Units",,,3.2,,
"KOR04","Gwangsan","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2011","2011","RATIO","Ratio","0","Units",,,3.2,,
"KOR04","Gwangsan","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2012","2012","RATIO","Ratio","0","Units",,,3.2,,
"KOR04","Gwangsan","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2013","2013","RATIO","Ratio","0","Units",,,3.1,,
"KOR04","Gwangsan","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2014","2014","RATIO","Ratio","0","Units",,,3.1,,
"KOR04","Gwangsan","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2015","2015","RATIO","Ratio","0","Units",,,3.1,,
"KOR04","Gwangsan","T_T_SH_NAT","Share of population  in metropolitan area over the national value","2016","2016","RATIO","Ratio","0","Units",,,3.1,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2000","2000","PER","Persons","0","Units",,,470,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,471,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,471,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,472,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,472,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,473,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,473,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,472,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,472,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,472,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,471,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,469,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,466,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,464,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,461,,
"JPN46","Fuji","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,459,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,1273445,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,1330092,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,1356772,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,1385126,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,1419395,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,1462912,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,1525171,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,1587691,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,1643931,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,1692653,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,1738004,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,1791179,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,1845180,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,1894164,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,1953059,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,2011822,,
"USA30","Austin","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,2071899,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,5282010,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,5366464,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,5450919,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,5535373,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,5619827,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,5704281,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,5788736,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,5873189,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,5957643,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,6042099,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,6126553,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,6211006,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,6295461,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,6379915,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,6464369,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,6548823,,
"ES001","Madrid","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,6633278,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2000","2000","PER","Persons","0","Units",,,40,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,40,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,41,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,40,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,41,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,41,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,41,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,41,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,41,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,42,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,42,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,43,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,44,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,45,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,44,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,44,,
"USA136","Muscogee","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,44,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,464791,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,465092,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,465393,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,465695,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,465996,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,466297,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,465635,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,464973,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,464310,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,463648,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,462986,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,461207,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,459428,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,457650,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,455871,,
"JPN38","Fujieda","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,454092,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,239008,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,240080,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,241937,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,243834,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,242505,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,243259,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,244178,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,245431,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,246862,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,249023,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,250723,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,252430,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,255085,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,256956,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,258626,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,259525,,
"USA157","Kalamazoo","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,261056,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2000","2000","PER","Persons","0","Units",,,2063,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,2081,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,2100,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,2118,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,2136,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,2154,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,2165,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,2175,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,2186,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,2196,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,2206,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,2219,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,2232,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,2244,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,2257,,
"JPN10","Naha","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,2270,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,1000611,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,1000787,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,1000963,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,1001139,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,1001315,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,1001492,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,1001667,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,1001843,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,1002019,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,1002195,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,1002371,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,1002547,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,1002723,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,1003626,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,1035347,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,1036973,,
"IT005","Palermo","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,1033226,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,222,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,223,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,223,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,223,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,223,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,223,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,233,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,233,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,234,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,243,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,243,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,243,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,243,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,243,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,243,,
"PL514","Tarnow","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,243,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,434,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,436,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,438,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,439,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,440,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,441,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,442,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,443,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,443,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,443,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,434,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,437,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,440,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,443,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,445,,
"DE014","Nuremberg","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,452,,
"MEX56","Colima","POP_DEN","Population density (pop. per km2)","2000","2000","PER","Persons","0","Units",,,210,,
"MEX56","Colima","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,214,,
"MEX56","Colima","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,252,,
"MEX56","Colima","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,303,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,294818,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,295373,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,297073,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,298992,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,302363,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,304270,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,306197,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,308348,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,308620,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,310737,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,311676,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,314580,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,317030,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,321368,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,326706,,
"UK546","Colchester","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,330986,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,231,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,233,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,233,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,234,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,234,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,234,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,234,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,233,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,233,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,233,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,226,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,226,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,226,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,227,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,227,,
"DE517","Osnabruck","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,233,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2000","2000","PER","Persons","0","Units",,,614,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2001","2001","PER","Persons","0","Units",,,618,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2002","2002","PER","Persons","0","Units",,,622,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2003","2003","PER","Persons","0","Units",,,625,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2004","2004","PER","Persons","0","Units",,,629,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2005","2005","PER","Persons","0","Units",,,633,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2006","2006","PER","Persons","0","Units",,,637,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2007","2007","PER","Persons","0","Units",,,641,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2008","2008","PER","Persons","0","Units",,,644,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2009","2009","PER","Persons","0","Units",,,648,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2010","2010","PER","Persons","0","Units",,,652,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2011","2011","PER","Persons","0","Units",,,656,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2012","2012","PER","Persons","0","Units",,,660,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2013","2013","PER","Persons","0","Units",,,667,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2014","2014","PER","Persons","0","Units",,,713,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2015","2015","PER","Persons","0","Units",,,717,,
"IT001","Rome","POP_DEN","Population density (pop. per km2)","2016","2016","PER","Persons","0","Units",,,716,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2000","2000","PER","Persons","0","Units",,,257918,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,262719,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,267528,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,271850,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2004","2004","PER","Persons","0","Units",,,276804,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2005","2005","PER","Persons","0","Units",,,282221,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2006","2006","PER","Persons","0","Units",,,289560,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2007","2007","PER","Persons","0","Units",,,296451,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2008","2008","PER","Persons","0","Units",,,304117,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2009","2009","PER","Persons","0","Units",,,310269,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2010","2010","PER","Persons","0","Units",,,313687,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2011","2011","PER","Persons","0","Units",,,317099,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2012","2012","PER","Persons","0","Units",,,319087,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2013","2013","PER","Persons","0","Units",,,322260,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2014","2014","PER","Persons","0","Units",,,325537,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2015","2015","PER","Persons","0","Units",,,329132,,
"USA133","Thurston","T_T","Population, All ages. Administrative data","2016","2016","PER","Persons","0","Units",,,336046,,
"DE061","Aschaffenburg","T_T","Population, All ages. Administrative data","2001","2001","PER","Persons","0","Units",,,372917,,
"DE061","Aschaffenburg","T_T","Population, All ages. Administrative data","2002","2002","PER","Persons","0","Units",,,374457,,
"DE061","Aschaffenburg","T_T","Population, All ages. Administrative data","2003","2003","PER","Persons","0","Units",,,375264,,
